noteId,Topic,Topic_Keywords
1827585665757860274,1,1_israel_hamas_gaza_israelisch
1845181484400840895,-1,-1_amp_deutschland_afd_handeln
1845183783718518863,-1,-1_amp_deutschland_afd_handeln
1845184042699817234,-1,-1_amp_deutschland_afd_handeln
1845184186446999556,-1,-1_amp_deutschland_afd_handeln
1846584742591832095,12,12_migration_migrant_migrationshintergrund_illegal
1846612549283758120,10,10_satire_account_offensichtlich_handeln
1852400433056100777,-1,-1_amp_deutschland_afd_handeln
1852400868618031169,-1,-1_amp_deutschland_afd_handeln
1852401090597105846,-1,-1_amp_deutschland_afd_handeln
1852401256591175975,-1,-1_amp_deutschland_afd_handeln
1852401430969147515,-1,-1_amp_deutschland_afd_handeln
1852401923351097527,-1,-1_amp_deutschland_afd_handeln
1852811283126780208,-1,-1_amp_deutschland_afd_handeln
1712802069231358355,2,2_russland_ukraine_ukrain_russisch
1669835881283289088,2,2_russland_ukraine_ukrain_russisch
1670757862128189440,2,2_russland_ukraine_ukrain_russisch
1671840887096193024,2,2_russland_ukraine_ukrain_russisch
1683386406041690112,-1,-1_amp_deutschland_afd_handeln
1701272168540074069,-1,-1_amp_deutschland_afd_handeln
1704866461305503941,0,0_post_kommentar_anmerkung_meinung
1760770196678013286,2,2_russland_ukraine_ukrain_russisch
1762835008371278219,0,0_post_kommentar_anmerkung_meinung
1743773267352076406,-1,-1_amp_deutschland_afd_handeln
1740120016790471041,5,5_covid_impfung_corona_studie
1747198999168242025,-1,-1_amp_deutschland_afd_handeln
1748819591688523816,-1,-1_amp_deutschland_afd_handeln
1749448746897674359,-1,-1_amp_deutschland_afd_handeln
1754598547985506402,6,6_internet_art_stgb_grundgesetz
1759255663111225830,-1,-1_amp_deutschland_afd_handeln
1768559212374696172,4,4_politisch_polizei_politiker_politik
1770030163599696297,-1,-1_amp_deutschland_afd_handeln
1803005985566474555,-1,-1_amp_deutschland_afd_handeln
1817122511101825091,0,0_post_kommentar_anmerkung_meinung
1824727163217555717,0,0_post_kommentar_anmerkung_meinung
1736674058807218645,0,0_post_kommentar_anmerkung_meinung
1738613254593663005,-1,-1_amp_deutschland_afd_handeln
1740487228072018002,13,13_land_landtag_afd_geschaeftsordnung
1758124792094289937,7,7_community_notes_tweet_note
1760424141641986518,16,16_joke_don_that_mem
1791569556307112292,-1,-1_amp_deutschland_afd_handeln
1801242052472013218,7,7_community_notes_tweet_note
1804935239350792533,3,3_video_zeigen_sehen_videos
1812465338732192079,0,0_post_kommentar_anmerkung_meinung
1796412300976603505,1,1_israel_hamas_gaza_israelisch
1763855055449379193,-1,-1_amp_deutschland_afd_handeln
1747898213653201068,-1,-1_amp_deutschland_afd_handeln
1796662203140981130,1,1_israel_hamas_gaza_israelisch
1738345565325345197,-1,-1_amp_deutschland_afd_handeln
1740907040468287543,9,9_frau_khelif_biologisch_gender
1755415789589422152,5,5_covid_impfung_corona_studie
1779494168034685359,-1,-1_amp_deutschland_afd_handeln
1821251199837835274,-1,-1_amp_deutschland_afd_handeln
1692064066884280769,5,5_covid_impfung_corona_studie
1832984466656231656,-1,-1_amp_deutschland_afd_handeln
1745149503680762290,-1,-1_amp_deutschland_afd_handeln
1742561099239608772,-1,-1_amp_deutschland_afd_handeln
1742794987467616475,5,5_covid_impfung_corona_studie
1742868262688288808,-1,-1_amp_deutschland_afd_handeln
1743605234079830219,-1,-1_amp_deutschland_afd_handeln
1744473617943924996,0,0_post_kommentar_anmerkung_meinung
1746918652660572398,-1,-1_amp_deutschland_afd_handeln
1751543264463802533,-1,-1_amp_deutschland_afd_handeln
1754515176630493451,6,6_internet_art_stgb_grundgesetz
1763618073636950136,14,14_euro_milliarde_million_kosten
1771081565407207738,-1,-1_amp_deutschland_afd_handeln
1774003325760868620,3,3_video_zeigen_sehen_videos
1819468126146482187,2,2_russland_ukraine_ukrain_russisch
1819995604312883538,-1,-1_amp_deutschland_afd_handeln
1844343458527375788,9,9_frau_khelif_biologisch_gender
1697683580644716590,-1,-1_amp_deutschland_afd_handeln
1700003872347922676,-1,-1_amp_deutschland_afd_handeln
1700004178418925888,-1,-1_amp_deutschland_afd_handeln
1704913094852432295,-1,-1_amp_deutschland_afd_handeln
1704913320631734567,-1,-1_amp_deutschland_afd_handeln
1704915399706329147,-1,-1_amp_deutschland_afd_handeln
1704915563695198666,-1,-1_amp_deutschland_afd_handeln
1704915757123944861,-1,-1_amp_deutschland_afd_handeln
1804397071069294906,6,6_internet_art_stgb_grundgesetz
1806407552999014877,0,0_post_kommentar_anmerkung_meinung
1833880614522486837,0,0_post_kommentar_anmerkung_meinung
1841375473147781339,10,10_satire_account_offensichtlich_handeln
1868622531101433983,2,2_russland_ukraine_ukrain_russisch
1879877947378590083,-1,-1_amp_deutschland_afd_handeln
1891095680187285897,-1,-1_amp_deutschland_afd_handeln
1769745926548025776,-1,-1_amp_deutschland_afd_handeln
1789862057682293057,-1,-1_amp_deutschland_afd_handeln
1862822577678241922,0,0_post_kommentar_anmerkung_meinung
1694057832545386844,-1,-1_amp_deutschland_afd_handeln
1749170145665151062,-1,-1_amp_deutschland_afd_handeln
1762215245337030970,9,9_frau_khelif_biologisch_gender
1859439541381111828,-1,-1_amp_deutschland_afd_handeln
1862168861086502915,-1,-1_amp_deutschland_afd_handeln
1746864108916318210,-1,-1_amp_deutschland_afd_handeln
1886035969142378640,0,0_post_kommentar_anmerkung_meinung
1771087836533412133,-1,-1_amp_deutschland_afd_handeln
1771103115762180555,-1,-1_amp_deutschland_afd_handeln
1771166569906766249,-1,-1_amp_deutschland_afd_handeln
1771193377754665226,-1,-1_amp_deutschland_afd_handeln
1771231637566541988,-1,-1_amp_deutschland_afd_handeln
1771660477803663510,-1,-1_amp_deutschland_afd_handeln
1826282940386435137,0,0_post_kommentar_anmerkung_meinung
1687039557257093121,4,4_politisch_polizei_politiker_politik
1689546588643885200,12,12_migration_migrant_migrationshintergrund_illegal
1691159481340563878,2,2_russland_ukraine_ukrain_russisch
1691741800468234409,-1,-1_amp_deutschland_afd_handeln
1695421775587287102,10,10_satire_account_offensichtlich_handeln
1695529167314354310,-1,-1_amp_deutschland_afd_handeln
1696240278468751712,-1,-1_amp_deutschland_afd_handeln
1696251193033396583,-1,-1_amp_deutschland_afd_handeln
1699079628566983100,3,3_video_zeigen_sehen_videos
1702404247155798088,-1,-1_amp_deutschland_afd_handeln
1703889361291333904,12,12_migration_migrant_migrationshintergrund_illegal
1704471723716874403,-1,-1_amp_deutschland_afd_handeln
1704472202324619377,-1,-1_amp_deutschland_afd_handeln
1712099804501741973,1,1_israel_hamas_gaza_israelisch
1712320501995971066,1,1_israel_hamas_gaza_israelisch
1712420591825805580,1,1_israel_hamas_gaza_israelisch
1715020066364727692,-1,-1_amp_deutschland_afd_handeln
1729416940102275405,-1,-1_amp_deutschland_afd_handeln
1737089223457480955,-1,-1_amp_deutschland_afd_handeln
1747560049843531789,-1,-1_amp_deutschland_afd_handeln
1793735661142351887,0,0_post_kommentar_anmerkung_meinung
1828348376267538812,4,4_politisch_polizei_politiker_politik
1832057267417411721,7,7_community_notes_tweet_note
1838486958814699706,13,13_land_landtag_afd_geschaeftsordnung
1839320950589833243,13,13_land_landtag_afd_geschaeftsordnung
1843311471977017612,-1,-1_amp_deutschland_afd_handeln
1846217809820631493,-1,-1_amp_deutschland_afd_handeln
1858177089146368290,7,7_community_notes_tweet_note
1859179631682678926,2,2_russland_ukraine_ukrain_russisch
1861883594228252702,-1,-1_amp_deutschland_afd_handeln
1866398523555533018,-1,-1_amp_deutschland_afd_handeln
1807260596854784453,-1,-1_amp_deutschland_afd_handeln
1811353838391021860,-1,-1_amp_deutschland_afd_handeln
1854842258396192834,11,11_auto_tesla_verbrenner_fahrzeug
1765831924721803399,-1,-1_amp_deutschland_afd_handeln
1766408931448897701,-1,-1_amp_deutschland_afd_handeln
1830494480488624426,7,7_community_notes_tweet_note
1741787402652246110,10,10_satire_account_offensichtlich_handeln
1769309152281530767,-1,-1_amp_deutschland_afd_handeln
1776557897784111552,15,15_climate_temperaturen_global_change
1777023654083080574,0,0_post_kommentar_anmerkung_meinung
1779892207111000340,-1,-1_amp_deutschland_afd_handeln
1815275408901751207,-1,-1_amp_deutschland_afd_handeln
1825776624479990255,0,0_post_kommentar_anmerkung_meinung
1884630519687586157,9,9_frau_khelif_biologisch_gender
1884644793495535987,12,12_migration_migrant_migrationshintergrund_illegal
1884647675255009311,-1,-1_amp_deutschland_afd_handeln
1888950347055460769,-1,-1_amp_deutschland_afd_handeln
1888952166720713074,-1,-1_amp_deutschland_afd_handeln
1888966799942672450,-1,-1_amp_deutschland_afd_handeln
1888971286862286966,0,0_post_kommentar_anmerkung_meinung
1890908787147415590,3,3_video_zeigen_sehen_videos
1891814117205258700,-1,-1_amp_deutschland_afd_handeln
1882940846200217751,-1,-1_amp_deutschland_afd_handeln
1797026220342714670,-1,-1_amp_deutschland_afd_handeln
1797033456817303746,-1,-1_amp_deutschland_afd_handeln
1802431609611620548,0,0_post_kommentar_anmerkung_meinung
1839026460084023331,-1,-1_amp_deutschland_afd_handeln
1840722321817870438,0,0_post_kommentar_anmerkung_meinung
1844445710118420856,-1,-1_amp_deutschland_afd_handeln
1844791012826239361,0,0_post_kommentar_anmerkung_meinung
1844957602754470039,-1,-1_amp_deutschland_afd_handeln
1845691181503590582,-1,-1_amp_deutschland_afd_handeln
1852973028130402342,-1,-1_amp_deutschland_afd_handeln
1854940963665334706,0,0_post_kommentar_anmerkung_meinung
1673974480157413376,-1,-1_amp_deutschland_afd_handeln
1860813320191701500,8,8_foto_bild_fake_bergamo
1860828496152371250,-1,-1_amp_deutschland_afd_handeln
1861172253435797808,-1,-1_amp_deutschland_afd_handeln
1864581992483856846,-1,-1_amp_deutschland_afd_handeln
1817482805611237655,-1,-1_amp_deutschland_afd_handeln
1841456497470890483,8,8_foto_bild_fake_bergamo
1842132926240022807,3,3_video_zeigen_sehen_videos
1847910232145445096,11,11_auto_tesla_verbrenner_fahrzeug
1853503861610217679,-1,-1_amp_deutschland_afd_handeln
1855280094052282520,5,5_covid_impfung_corona_studie
1860664636300751120,2,2_russland_ukraine_ukrain_russisch
1867861613463699859,-1,-1_amp_deutschland_afd_handeln
1867893729417179149,9,9_frau_khelif_biologisch_gender
1868015123786576378,0,0_post_kommentar_anmerkung_meinung
1872010623682494774,0,0_post_kommentar_anmerkung_meinung
1886005481090470358,12,12_migration_migrant_migrationshintergrund_illegal
1887243506889965743,1,1_israel_hamas_gaza_israelisch
1709455012651315277,-1,-1_amp_deutschland_afd_handeln
1743178026106433638,-1,-1_amp_deutschland_afd_handeln
1761826809245569303,0,0_post_kommentar_anmerkung_meinung
1765173412215816503,-1,-1_amp_deutschland_afd_handeln
1803006958099722671,-1,-1_amp_deutschland_afd_handeln
1877625119993946173,0,0_post_kommentar_anmerkung_meinung
1879064315069648980,-1,-1_amp_deutschland_afd_handeln
1826152408113639577,-1,-1_amp_deutschland_afd_handeln
1870371980609798494,-1,-1_amp_deutschland_afd_handeln
1874854673137467812,-1,-1_amp_deutschland_afd_handeln
1744024870705414542,2,2_russland_ukraine_ukrain_russisch
1751187673769717989,-1,-1_amp_deutschland_afd_handeln
1762768037583679962,2,2_russland_ukraine_ukrain_russisch
1763686401051172943,2,2_russland_ukraine_ukrain_russisch
1763696559210844321,2,2_russland_ukraine_ukrain_russisch
1763871316464025816,2,2_russland_ukraine_ukrain_russisch
1773997140856950907,2,2_russland_ukraine_ukrain_russisch
1774462283718045919,2,2_russland_ukraine_ukrain_russisch
1776004171843404177,2,2_russland_ukraine_ukrain_russisch
1777641540392784092,2,2_russland_ukraine_ukrain_russisch
1782490225165377666,-1,-1_amp_deutschland_afd_handeln
1803701553741582395,2,2_russland_ukraine_ukrain_russisch
1811400001857208432,-1,-1_amp_deutschland_afd_handeln
1821328518392750501,11,11_auto_tesla_verbrenner_fahrzeug
1841546241731117416,2,2_russland_ukraine_ukrain_russisch
1848353409037996369,2,2_russland_ukraine_ukrain_russisch
1850524293446213660,2,2_russland_ukraine_ukrain_russisch
1873709091882741870,-1,-1_amp_deutschland_afd_handeln
1874849721593765895,-1,-1_amp_deutschland_afd_handeln
1879886000249323661,-1,-1_amp_deutschland_afd_handeln
1888633289725850090,-1,-1_amp_deutschland_afd_handeln
1857032082372854219,1,1_israel_hamas_gaza_israelisch
1869848830260203750,2,2_russland_ukraine_ukrain_russisch
1878483178060386698,13,13_land_landtag_afd_geschaeftsordnung
1885840599862919393,-1,-1_amp_deutschland_afd_handeln
1888158349516034433,6,6_internet_art_stgb_grundgesetz
1888348928656961638,-1,-1_amp_deutschland_afd_handeln
1890352871935455694,3,3_video_zeigen_sehen_videos
1695102049837281586,0,0_post_kommentar_anmerkung_meinung
1696090949502337430,-1,-1_amp_deutschland_afd_handeln
1696500447656267932,-1,-1_amp_deutschland_afd_handeln
1696898194733494359,-1,-1_amp_deutschland_afd_handeln
1698269396068663633,0,0_post_kommentar_anmerkung_meinung
1699405787297173989,-1,-1_amp_deutschland_afd_handeln
1700505177835376811,-1,-1_amp_deutschland_afd_handeln
1701237112593334450,-1,-1_amp_deutschland_afd_handeln
1701632232589291737,-1,-1_amp_deutschland_afd_handeln
1701813993168367817,-1,-1_amp_deutschland_afd_handeln
1701887802118467804,-1,-1_amp_deutschland_afd_handeln
1701895539879514323,-1,-1_amp_deutschland_afd_handeln
1701995680015737343,0,0_post_kommentar_anmerkung_meinung
1703415708082729366,0,0_post_kommentar_anmerkung_meinung
1704581917314535816,-1,-1_amp_deutschland_afd_handeln
1705193812551692589,0,0_post_kommentar_anmerkung_meinung
1708141132440379783,0,0_post_kommentar_anmerkung_meinung
1708711506555080944,-1,-1_amp_deutschland_afd_handeln
1709843387048755693,-1,-1_amp_deutschland_afd_handeln
1712699619912626202,-1,-1_amp_deutschland_afd_handeln
1712699990341013793,-1,-1_amp_deutschland_afd_handeln
1712710998392500342,0,0_post_kommentar_anmerkung_meinung
1714274331335983229,11,11_auto_tesla_verbrenner_fahrzeug
1714598410806825352,-1,-1_amp_deutschland_afd_handeln
1715251599457550654,-1,-1_amp_deutschland_afd_handeln
1715599543541149877,-1,-1_amp_deutschland_afd_handeln
1716484298717516091,-1,-1_amp_deutschland_afd_handeln
1717052987799998947,11,11_auto_tesla_verbrenner_fahrzeug
1717053432597553304,11,11_auto_tesla_verbrenner_fahrzeug
1717091112618205648,-1,-1_amp_deutschland_afd_handeln
1717892515146142191,0,0_post_kommentar_anmerkung_meinung
1728322805492490546,-1,-1_amp_deutschland_afd_handeln
1731231669095420090,-1,-1_amp_deutschland_afd_handeln
1731347095305556340,-1,-1_amp_deutschland_afd_handeln
1741896093414097387,-1,-1_amp_deutschland_afd_handeln
1748608675202097430,-1,-1_amp_deutschland_afd_handeln
1760772424268664994,-1,-1_amp_deutschland_afd_handeln
1765085513005081035,0,0_post_kommentar_anmerkung_meinung
1778106051562283483,11,11_auto_tesla_verbrenner_fahrzeug
1778775402170773712,-1,-1_amp_deutschland_afd_handeln
1783438783976759725,-1,-1_amp_deutschland_afd_handeln
1809482527075115261,5,5_covid_impfung_corona_studie
1809920504708337673,13,13_land_landtag_afd_geschaeftsordnung
1819381391345233941,0,0_post_kommentar_anmerkung_meinung
1821888641439830394,14,14_euro_milliarde_million_kosten
1824670706476487082,0,0_post_kommentar_anmerkung_meinung
1825451220451962960,-1,-1_amp_deutschland_afd_handeln
1844390795551338648,0,0_post_kommentar_anmerkung_meinung
1848240271097495755,-1,-1_amp_deutschland_afd_handeln
1873986502968906194,-1,-1_amp_deutschland_afd_handeln
1873989791416500677,-1,-1_amp_deutschland_afd_handeln
1873990640591122465,-1,-1_amp_deutschland_afd_handeln
1874059163262710014,-1,-1_amp_deutschland_afd_handeln
1881092337993933168,-1,-1_amp_deutschland_afd_handeln
1881261763045314783,-1,-1_amp_deutschland_afd_handeln
1881759761093255567,11,11_auto_tesla_verbrenner_fahrzeug
1882722836017451420,7,7_community_notes_tweet_note
1884840504254468466,0,0_post_kommentar_anmerkung_meinung
1888890704929136798,0,0_post_kommentar_anmerkung_meinung
1888960858908160431,-1,-1_amp_deutschland_afd_handeln
1889949516960542807,-1,-1_amp_deutschland_afd_handeln
1891848221061767336,0,0_post_kommentar_anmerkung_meinung
1759576997552910767,-1,-1_amp_deutschland_afd_handeln
1763268693654466774,5,5_covid_impfung_corona_studie
1789380212666310955,10,10_satire_account_offensichtlich_handeln
1789432370900193526,6,6_internet_art_stgb_grundgesetz
1789750837150900678,-1,-1_amp_deutschland_afd_handeln
1796222922668802061,7,7_community_notes_tweet_note
1796225087349088310,-1,-1_amp_deutschland_afd_handeln
1796256634634678358,2,2_russland_ukraine_ukrain_russisch
1796270877085937788,-1,-1_amp_deutschland_afd_handeln
1888248902962291125,0,0_post_kommentar_anmerkung_meinung
1689209505144258910,7,7_community_notes_tweet_note
1742917854448721986,-1,-1_amp_deutschland_afd_handeln
1742947087501713881,-1,-1_amp_deutschland_afd_handeln
1743964545545052249,2,2_russland_ukraine_ukrain_russisch
1772007502231568504,3,3_video_zeigen_sehen_videos
1774326982932627691,2,2_russland_ukraine_ukrain_russisch
1689959340227060029,0,0_post_kommentar_anmerkung_meinung
1693944221927960953,3,3_video_zeigen_sehen_videos
1754978201153995204,4,4_politisch_polizei_politiker_politik
1692439575124156442,-1,-1_amp_deutschland_afd_handeln
1693028968406868354,0,0_post_kommentar_anmerkung_meinung
1693186924897300753,-1,-1_amp_deutschland_afd_handeln
1693287852254126198,14,14_euro_milliarde_million_kosten
1693739714514129007,-1,-1_amp_deutschland_afd_handeln
1693744218043302261,-1,-1_amp_deutschland_afd_handeln
1694369359773282566,0,0_post_kommentar_anmerkung_meinung
1694768617991057587,13,13_land_landtag_afd_geschaeftsordnung
1695025695024406606,-1,-1_amp_deutschland_afd_handeln
1695517696337564003,2,2_russland_ukraine_ukrain_russisch
1700531337596145748,14,14_euro_milliarde_million_kosten
1700532352756179046,0,0_post_kommentar_anmerkung_meinung
1703038892805390624,-1,-1_amp_deutschland_afd_handeln
1705103028599030049,-1,-1_amp_deutschland_afd_handeln
1810634702828544042,15,15_climate_temperaturen_global_change
1878970567769903248,0,0_post_kommentar_anmerkung_meinung
1878971370681381100,9,9_frau_khelif_biologisch_gender
1878972099039240445,0,0_post_kommentar_anmerkung_meinung
1878972866458218657,-1,-1_amp_deutschland_afd_handeln
1878973819370758216,-1,-1_amp_deutschland_afd_handeln
1851263585537679604,-1,-1_amp_deutschland_afd_handeln
1877437940055617680,-1,-1_amp_deutschland_afd_handeln
1877466140458332397,-1,-1_amp_deutschland_afd_handeln
1883980278944985275,1,1_israel_hamas_gaza_israelisch
1817664497215242373,5,5_covid_impfung_corona_studie
1818045777153073210,-1,-1_amp_deutschland_afd_handeln
1818177019592466798,0,0_post_kommentar_anmerkung_meinung
1818292577113669767,4,4_politisch_polizei_politiker_politik
1824375407669395681,-1,-1_amp_deutschland_afd_handeln
1824416357166788639,-1,-1_amp_deutschland_afd_handeln
1834545918294491196,-1,-1_amp_deutschland_afd_handeln
1865048851637313824,-1,-1_amp_deutschland_afd_handeln
1892166634447458621,-1,-1_amp_deutschland_afd_handeln
1859567504949117365,-1,-1_amp_deutschland_afd_handeln
1777655439745794097,-1,-1_amp_deutschland_afd_handeln
1787917501432582550,0,0_post_kommentar_anmerkung_meinung
1790332525711147363,3,3_video_zeigen_sehen_videos
1893005803453308935,16,16_joke_don_that_mem
1694239002583277623,15,15_climate_temperaturen_global_change
1773624201343074647,4,4_politisch_polizei_politiker_politik
1810532281708093803,-1,-1_amp_deutschland_afd_handeln
1823591807046832375,3,3_video_zeigen_sehen_videos
1882151848523583732,-1,-1_amp_deutschland_afd_handeln
1733628174150271295,-1,-1_amp_deutschland_afd_handeln
1739740732611535110,-1,-1_amp_deutschland_afd_handeln
1764755436958277937,-1,-1_amp_deutschland_afd_handeln
1775403563834855913,2,2_russland_ukraine_ukrain_russisch
1778415465032782272,3,3_video_zeigen_sehen_videos
1805170293809308016,13,13_land_landtag_afd_geschaeftsordnung
1839185478009979133,-1,-1_amp_deutschland_afd_handeln
1816897763377807416,0,0_post_kommentar_anmerkung_meinung
1854473128346284303,0,0_post_kommentar_anmerkung_meinung
1773385879240749212,-1,-1_amp_deutschland_afd_handeln
1773387835082453404,-1,-1_amp_deutschland_afd_handeln
1791186175153041726,-1,-1_amp_deutschland_afd_handeln
1795751335490416872,11,11_auto_tesla_verbrenner_fahrzeug
1872920227995844639,-1,-1_amp_deutschland_afd_handeln
1883947170283618470,4,4_politisch_polizei_politiker_politik
1884595113172549634,10,10_satire_account_offensichtlich_handeln
1807479698303430898,1,1_israel_hamas_gaza_israelisch
1813126849070809182,13,13_land_landtag_afd_geschaeftsordnung
1872728320221016350,-1,-1_amp_deutschland_afd_handeln
1824618945653150024,13,13_land_landtag_afd_geschaeftsordnung
1833776898612068844,0,0_post_kommentar_anmerkung_meinung
1765730140166717597,-1,-1_amp_deutschland_afd_handeln
1765742022562918585,-1,-1_amp_deutschland_afd_handeln
1765771961366348084,-1,-1_amp_deutschland_afd_handeln
1766063819539812488,-1,-1_amp_deutschland_afd_handeln
1766069692513300825,-1,-1_amp_deutschland_afd_handeln
1766072472850374719,-1,-1_amp_deutschland_afd_handeln
1766128120816415209,-1,-1_amp_deutschland_afd_handeln
1768604819223196122,6,6_internet_art_stgb_grundgesetz
1768798086745252073,-1,-1_amp_deutschland_afd_handeln
1769004677029335064,-1,-1_amp_deutschland_afd_handeln
1769014359517270019,3,3_video_zeigen_sehen_videos
1769019045167104356,3,3_video_zeigen_sehen_videos
1769021057086722211,2,2_russland_ukraine_ukrain_russisch
1769025219765694792,3,3_video_zeigen_sehen_videos
1769027669948068181,3,3_video_zeigen_sehen_videos
1769337334443438187,-1,-1_amp_deutschland_afd_handeln
1770128799021117629,-1,-1_amp_deutschland_afd_handeln
1770596196714725583,-1,-1_amp_deutschland_afd_handeln
1770598031697608741,-1,-1_amp_deutschland_afd_handeln
1770841553419845883,-1,-1_amp_deutschland_afd_handeln
1771532025213722885,-1,-1_amp_deutschland_afd_handeln
1772235270483583481,1,1_israel_hamas_gaza_israelisch
1772981071778386388,-1,-1_amp_deutschland_afd_handeln
1774183532463612413,5,5_covid_impfung_corona_studie
1774818930533556232,12,12_migration_migrant_migrationshintergrund_illegal
1775140147622731976,-1,-1_amp_deutschland_afd_handeln
1776173969193755082,-1,-1_amp_deutschland_afd_handeln
1776210717470793782,-1,-1_amp_deutschland_afd_handeln
1776227379574087822,1,1_israel_hamas_gaza_israelisch
1777695650701774911,12,12_migration_migrant_migrationshintergrund_illegal
1780607533582782799,-1,-1_amp_deutschland_afd_handeln
1783517407576723681,12,12_migration_migrant_migrationshintergrund_illegal
1787411044450570580,1,1_israel_hamas_gaza_israelisch
1788881528656646603,-1,-1_amp_deutschland_afd_handeln
1789225386309529831,1,1_israel_hamas_gaza_israelisch
1789285813403963878,-1,-1_amp_deutschland_afd_handeln
1790841131493654728,-1,-1_amp_deutschland_afd_handeln
1791465595742925281,-1,-1_amp_deutschland_afd_handeln
1792535230395371642,-1,-1_amp_deutschland_afd_handeln
1792918533153685693,-1,-1_amp_deutschland_afd_handeln
1792920654880104772,-1,-1_amp_deutschland_afd_handeln
1792956365398323449,-1,-1_amp_deutschland_afd_handeln
1792961620190097818,-1,-1_amp_deutschland_afd_handeln
1793603176039346243,5,5_covid_impfung_corona_studie
1793604192323403907,5,5_covid_impfung_corona_studie
1793605860054208996,5,5_covid_impfung_corona_studie
1793607419437686798,5,5_covid_impfung_corona_studie
1795398093082386482,-1,-1_amp_deutschland_afd_handeln
1795805723965698432,-1,-1_amp_deutschland_afd_handeln
1795810783659520448,6,6_internet_art_stgb_grundgesetz
1795832644569076007,-1,-1_amp_deutschland_afd_handeln
1796159720358641918,-1,-1_amp_deutschland_afd_handeln
1796161760300343519,6,6_internet_art_stgb_grundgesetz
1796542391404405149,6,6_internet_art_stgb_grundgesetz
1796809989765414993,11,11_auto_tesla_verbrenner_fahrzeug
1797262170729611623,-1,-1_amp_deutschland_afd_handeln
1797591402383114313,6,6_internet_art_stgb_grundgesetz
1797633436963807475,6,6_internet_art_stgb_grundgesetz
1797665434818273390,11,11_auto_tesla_verbrenner_fahrzeug
1798334668732870790,6,6_internet_art_stgb_grundgesetz
1799024149181981045,-1,-1_amp_deutschland_afd_handeln
1799028062044160014,-1,-1_amp_deutschland_afd_handeln
1799029602943476124,-1,-1_amp_deutschland_afd_handeln
1801255963493572861,-1,-1_amp_deutschland_afd_handeln
1801897980296855918,-1,-1_amp_deutschland_afd_handeln
1803416124559859904,-1,-1_amp_deutschland_afd_handeln
1803754042075619426,-1,-1_amp_deutschland_afd_handeln
1804039365166829601,0,0_post_kommentar_anmerkung_meinung
1805508908762456479,10,10_satire_account_offensichtlich_handeln
1808476278065901963,-1,-1_amp_deutschland_afd_handeln
1808477220991603159,-1,-1_amp_deutschland_afd_handeln
1811351996290547868,4,4_politisch_polizei_politiker_politik
1812097803495047588,0,0_post_kommentar_anmerkung_meinung
1814294846288355448,2,2_russland_ukraine_ukrain_russisch
1815489440510521711,5,5_covid_impfung_corona_studie
1816521707168940336,5,5_covid_impfung_corona_studie
1818256100413637083,-1,-1_amp_deutschland_afd_handeln
1819142394232676649,9,9_frau_khelif_biologisch_gender
1819147343511671273,9,9_frau_khelif_biologisch_gender
1820836788551983472,-1,-1_amp_deutschland_afd_handeln
1821863998129680725,4,4_politisch_polizei_politiker_politik
1826283400275112170,-1,-1_amp_deutschland_afd_handeln
1826963555909804118,-1,-1_amp_deutschland_afd_handeln
1827723338606625107,1,1_israel_hamas_gaza_israelisch
1828798973852663879,-1,-1_amp_deutschland_afd_handeln
1828806512354992381,12,12_migration_migrant_migrationshintergrund_illegal
1829227570274939267,12,12_migration_migrant_migrationshintergrund_illegal
1829842897342251257,6,6_internet_art_stgb_grundgesetz
1829846420934832588,14,14_euro_milliarde_million_kosten
1829859014059938027,12,12_migration_migrant_migrationshintergrund_illegal
1830501520300773720,-1,-1_amp_deutschland_afd_handeln
1831284048192573912,11,11_auto_tesla_verbrenner_fahrzeug
1831716920552259599,12,12_migration_migrant_migrationshintergrund_illegal
1833088123359682996,2,2_russland_ukraine_ukrain_russisch
1833541980585865729,13,13_land_landtag_afd_geschaeftsordnung
1836724017174081887,4,4_politisch_polizei_politiker_politik
1837469788240507168,-1,-1_amp_deutschland_afd_handeln
1839294925545914501,13,13_land_landtag_afd_geschaeftsordnung
1839570671547854869,-1,-1_amp_deutschland_afd_handeln
1839598952422793479,-1,-1_amp_deutschland_afd_handeln
1840322505006842235,2,2_russland_ukraine_ukrain_russisch
1843614267527831720,-1,-1_amp_deutschland_afd_handeln
1843686574535651376,-1,-1_amp_deutschland_afd_handeln
1845065440206242299,-1,-1_amp_deutschland_afd_handeln
1846082971284971649,5,5_covid_impfung_corona_studie
1847263926926311806,0,0_post_kommentar_anmerkung_meinung
1848274132338618842,10,10_satire_account_offensichtlich_handeln
1849078625338814486,6,6_internet_art_stgb_grundgesetz
1850597469500911640,-1,-1_amp_deutschland_afd_handeln
1852325270159524252,-1,-1_amp_deutschland_afd_handeln
1852335866884043142,1,1_israel_hamas_gaza_israelisch
1852637892570390986,14,14_euro_milliarde_million_kosten
1852658897439334533,-1,-1_amp_deutschland_afd_handeln
1853413211782909964,-1,-1_amp_deutschland_afd_handeln
1853720600629366982,2,2_russland_ukraine_ukrain_russisch
1854923941313200182,1,1_israel_hamas_gaza_israelisch
1855182783267893495,-1,-1_amp_deutschland_afd_handeln
1855592962945597657,-1,-1_amp_deutschland_afd_handeln
1867889994863415785,13,13_land_landtag_afd_geschaeftsordnung
1870486052789747759,4,4_politisch_polizei_politiker_politik
